chr,start,mappability,gc_content,end,sample_H,sample_I,sample_J
NC_053025.1,106200000,0.929147,0.555057,106500000,21530,20662,20153
NC_053025.1,106500000,0.913181,0.55337,106800000,21182,20520,20377
NC_053025.1,106800000,0.676247,0.555883,107100000,18712,17932,17452
NC_053025.1,107100000,0.532059,0.52653,107400000,13543,12374,12810
NC_053025.1,107400000,0.810208,0.54179,107700000,15844,15231,15233
NC_053025.1,107700000,0.716715,0.515443,108000000,12470,11946,11684
NC_053025.1,108000000,0.809443,0.543183,108300000,17536,16648,16298
NC_053025.1,108300000,0.88069,0.52987,108600000,16623,16177,16036
NC_053025.1,108600000,0.727089,0.52007,108900000,20141,18209,18449
NC_053025.1,108900000,0.64775,0.528193,109200000,13574,13337,12687
NC_053025.1,109200000,0.798398,0.514723,109500000,18972,18863,18291
NC_053025.1,109500000,0.891198,0.531723,109800000,21413,21499,20738
NC_053025.1,109800000,0.947819,0.537553,110100000,22582,22185,21815
NC_053025.1,110100000,0.673738,0.53601,110400000,17469,17191,16857
NC_053025.1,110400000,0.792952,0.529753,110700000,18384,17514,17704
NC_053025.1,110700000,0.954877,0.558027,111000000,20399,19935,19332
NC_053025.1,111000000,0.940153,0.53512,111300000,20859,20802,20397
NC_053025.1,111300000,0.941511,0.538973,111600000,20659,19818,19392
NC_053025.1,111600000,0.938112,0.54579,111900000,20519,20205,19745
NC_053025.1,111900000,0.94098,0.524877,112200000,22494,22265,21483
NC_053025.1,112200000,0.806422,0.537007,112500000,19763,18870,18541
NC_053025.1,112500000,0.857725,0.540173,112800000,18886,18140,17918
NC_053025.1,112800000,0.936131,0.55304,113100000,19614,19158,18944
NC_053025.1,113100000,0.665759,0.553673,113400000,16578,15838,15483
NC_053025.1,113400000,0.553739,0.54468,113700000,11899,11101,11078
NC_053025.1,113700000,0.655338,0.533997,114000000,15827,13994,13768
NC_053025.1,114000000,0.61982,0.52999,114300000,17036,15563,15656
NC_053025.1,114300000,0.601754,0.52966,114600000,13981,12938,12746
NC_053025.1,114600000,0.656154,0.520803,114900000,19583,17519,17411
NC_053025.1,114900000,0.79947,0.526997,115200000,20558,19420,19448
NC_053025.1,115200000,0.886728,0.52592,115500000,22871,22467,21992
NC_053025.1,115500000,0.684207,0.523067,115800000,17049,15944,16080
NC_053025.1,115800000,0.901565,0.52349,116100000,20900,20362,19921
NC_053025.1,116100000,0.876742,0.536663,116400000,20039,19333,19106
NC_053025.1,116400000,0.856974,0.54355,116700000,20139,19082,19491
NC_053025.1,116700000,0.795323,0.539,117000000,20609,19803,19420
NC_053025.1,117000000,0.778133,0.539887,117300000,19573,18752,18210
NC_053025.1,117300000,0.679357,0.52476,117600000,16920,16307,16168
NC_053025.1,117600000,0.483959,0.525123,117900000,13294,11225,12030
NC_053025.1,117900000,0.524281,0.524017,118200000,13674,9938,11565
NC_053025.1,118200000,0.625846,0.5275,118500000,15639,14973,14991
NC_053025.1,118500000,0.667416,0.538287,118800000,17791,16923,16673
NC_053025.1,118800000,0.498981,0.534687,119100000,11977,11709,11385
NC_053025.1,119100000,0.78026,0.532693,119400000,19641,18722,18515
NC_053025.1,119400000,0.601918,0.556683,119700000,14961,14567,14151
NC_053025.1,119700000,0.604701,0.546853,120000000,15690,14689,14506
NC_053025.1,120000000,0.588243,0.53326,120300000,21617,21273,19675
NC_053025.1,120300000,0.830747,0.55891,120600000,20232,19363,19026
NC_053025.1,120600000,0.921341,0.54528,120900000,21566,20857,20540
NC_053025.1,120900000,0.796374,0.540857,121200000,18938,18449,18167
NC_053025.1,121200000,0.916049,0.54974,121500000,50950,48111,41013
NC_053025.1,121500000,0.896532,0.551883,121800000,21613,20733,20820
NC_053025.1,121800000,0.888429,0.54617,122100000,21777,20880,20173
NC_053025.1,122100000,0.719914,0.54416,122400000,18944,18132,17654
NC_053025.1,122400000,0.895794,0.54473,122700000,18129,17497,17216
NC_053025.1,122700000,0.647676,0.545953,123000000,15448,15146,14918
NC_053025.1,123000000,0.822027,0.551423,123300000,19617,18945,18718
NC_053025.1,123300000,0.529868,0.545177,123600000,13320,12791,12460
NC_053025.1,123600000,0.554142,0.52257,123900000,11846,11176,10802
NC_053025.1,123900000,0.788659,0.518243,124200000,16595,16417,16096
NC_053025.1,124200000,0.560467,0.541023,124500000,12260,12664,12077
NC_053025.1,124500000,0.618038,0.515527,124800000,18361,16799,16657
NC_053025.1,124800000,0.542755,0.538353,125100000,12998,12275,11766
NC_053025.1,125100000,0.505921,0.52103,125400000,14280,12390,12467
NC_053025.1,125400000,0.514024,0.52575,125700000,49998,53084,43823
NC_053025.1,125700000,0.778522,0.533043,126000000,20939,19317,19549
NC_053025.1,126000000,0.906892,0.554647,126300000,20274,19519,19125
NC_053025.1,126300000,0.872528,0.525693,126600000,20517,19817,19119
NC_053025.1,126600000,0.902865,0.551393,126900000,21142,20563,20325
NC_053025.1,126900000,0.898802,0.549287,127200000,18685,18226,17680
NC_053025.1,127200000,0.668827,0.53615,127500000,16728,16323,15767
NC_053025.1,127500000,0.937578,0.54431,127800000,21646,20488,20228
NC_053025.1,127800000,0.867708,0.545507,128100000,28611,28213,27784
NC_053025.1,128100000,0.878156,0.54126,128400000,19906,19545,19411
NC_053025.1,128400000,0.861563,0.559597,128700000,18732,14025,18189
NC_053025.1,128700000,0.7947,0.54596,129000000,18872,18099,17541
NC_053025.1,129000000,0.862159,0.51337,129300000,23333,22092,21443
NC_053025.1,129300000,0.831825,0.52968,129600000,18535,18050,17675
NC_053025.1,129600000,0.93077,0.54121,129900000,21000,20507,20527
NC_053025.1,129900000,0.710766,0.53726,130200000,17932,17506,16744
NC_053025.1,130200000,0.676682,0.524613,130500000,18471,17594,17300
NC_053025.1,130500000,0.464607,0.535567,130800000,11780,11065,11138
NC_053025.1,130800000,0.421247,0.53719,131100000,12220,11481,11345
NC_053025.1,131100000,0.692335,0.530007,131400000,17207,16253,16201
NC_053025.1,131400000,0.937375,0.527907,131700000,21285,20491,20316
NC_053025.1,131700000,0.92434,0.52347,132000000,19957,19785,19024
NC_053025.1,132000000,0.911057,0.509683,132300000,20621,20575,19979
NC_053025.1,132300000,0.443372,0.53878,132600000,11955,11147,11062
NC_053025.1,132600000,0.385217,0.549993,132900000,8900,8795,8625
NC_053025.1,132900000,0.591337,0.53688,133200000,15708,15022,14967
NC_053025.1,133200000,0.487314,0.532463,133500000,11754,11602,11480
NC_053025.1,133500000,0.633147,0.537293,133800000,15741,15501,15023
NC_053025.1,133800000,0.916416,0.553393,134100000,21626,20837,20664
NC_053025.1,134100000,0.831339,0.530867,134400000,21015,19953,19602
NC_053025.1,134400000,0.869742,0.52522,134700000,22615,22191,21663
NC_053025.1,134700000,0.860089,0.555887,135000000,21611,20620,20251
NC_053025.1,135000000,0.820924,0.535423,135300000,18252,17800,17567
NC_053025.1,135300000,0.856635,0.532823,135600000,20468,19658,19073
NC_053025.1,135600000,0.886715,0.55142,135900000,21371,20916,20466
NC_053025.1,135900000,0.804896,0.545217,136200000,19095,18564,18431
NC_053025.1,136200000,0.754547,0.548693,136500000,18157,17277,17687
NC_053025.1,136500000,0.883575,0.556487,136800000,19979,18876,18739
NC_053025.1,136800000,0.847888,0.533287,137100000,20422,19792,19175
NC_053025.1,137100000,0.782408,0.527327,137400000,17957,17745,17183
NC_053025.1,137400000,0.826898,0.54774,137700000,21250,20212,20343
NC_053025.1,137700000,0.891881,0.54653,138000000,20961,20371,20278
NC_053025.1,138000000,0.824426,0.55129,138300000,21671,20595,20639
NC_053025.1,138300000,0.922709,0.533973,138600000,23387,22230,21840
NC_053025.1,138600000,0.829574,0.539517,138900000,20356,20029,18972
NC_053025.1,138900000,0.823229,0.530097,139200000,20395,19381,18985
NC_053025.1,139200000,0.881722,0.55356,139500000,20231,19312,19037
NC_053025.1,139500000,0.904704,0.546707,139800000,21596,20331,20211
NC_053025.1,139800000,0.941415,0.546917,140100000,21870,21008,20716
NC_053025.1,140100000,0.668138,0.533507,140400000,15979,15352,15087
NC_053025.1,140400000,0.802798,0.543267,140700000,18502,17883,17572
NC_053025.1,140700000,0.940675,0.52728,141000000,21902,21385,20771
NC_053025.1,141000000,0.658213,0.558117,141300000,15570,14905,14657
NC_053025.1,141300000,0.673018,0.526537,141600000,16631,16094,15827
NC_053025.1,141600000,0.687915,0.53559,141900000,18418,18068,17542
NC_053025.1,141900000,0.88152,0.539043,142200000,22354,21671,21390
NC_053025.1,142200000,0.951027,0.536127,142500000,21444,21161,20915
NC_053025.1,142500000,0.963754,0.496693,142800000,35686,19757,19048
NC_053025.1,142800000,0.934375,0.540457,143100000,25956,21047,20953
NC_053025.1,143100000,0.796148,0.539883,143400000,18876,18186,17696
NC_053025.1,143400000,0.67328,0.55636,143700000,16382,15491,15438
NC_053025.1,143700000,0.621787,0.540737,144000000,17460,15897,15487
NC_053025.1,144000000,0.678294,0.520033,144300000,20142,18075,18945
NC_053025.1,144300000,0.533247,0.53577,144600000,12305,13322,12404
NC_053025.1,144600000,0.548681,0.525933,144900000,20177,14928,14663
NC_053025.1,144900000,0.579801,0.52712,145200000,17464,14221,13953
NC_053025.1,145200000,0.842579,0.53257,145500000,21126,20437,19536
NC_053025.1,145500000,0.78083,0.535067,145800000,17950,17004,16859
NC_053025.1,145800000,0.755666,0.539677,146100000,17304,16926,16365
NC_053025.1,146100000,0.638169,0.53822,146400000,14147,13883,13609
NC_053025.1,146400000,0.917732,0.537603,146700000,20710,20371,19932
NC_053025.1,146700000,0.912674,0.5432,147000000,18471,18033,17697
NC_053025.1,147000000,0.618764,0.536667,147300000,13462,13165,12975
NC_053025.1,147300000,0.535716,0.52701,147600000,18815,16409,15830
NC_053025.1,147600000,0.557527,0.51066,147900000,18911,15926,14771
NC_053025.1,147900000,0.881617,0.550713,148200000,18983,18120,18254
NC_053025.1,148200000,0.755079,0.523867,148500000,16465,15633,15189
NC_053025.1,148500000,0.931238,0.54711,148800000,18646,17927,17804
NC_053025.1,148800000,0.887305,0.544197,149100000,18545,17729,17621
NC_053025.1,149100000,0.848361,0.538137,149400000,18844,18297,17841
NC_053025.1,149400000,0.707921,0.547813,149700000,14577,14406,14156
NC_053025.1,149700000,0.479031,0.512273,150000000,9679,9177,8928
NC_053025.1,150000000,0.624911,0.51884,150300000,8148,7735,7427
NC_053025.1,150300000,0.861547,0.54741,150600000,14395,13828,13637
NC_053025.1,150600000,0.961919,0.537087,150900000,18772,18388,17994
NC_053025.1,150900000,0.805544,0.539533,151200000,14133,13735,13658
NC_053025.1,151200000,0.756433,0.512063,151500000,14784,13557,13319
NC_053025.1,151500000,0.514172,0.526677,151800000,11055,11066,10679
NC_053025.1,151800000,0.467899,0.504837,152100000,11217,11109,10616
NC_053025.1,152100000,0.672331,0.525907,152400000,16268,16510,15938
NC_053025.1,152400000,0.604454,0.529097,152700000,13222,12548,12641
NC_053025.1,152700000,0.809463,0.523767,153000000,20644,20063,19869
NC_053025.1,153000000,0.918999,0.545963,153300000,18793,18498,17781
NC_053025.1,153300000,0.883641,0.533163,153600000,18059,17280,17271
NC_053025.1,153600000,0.865014,0.542567,153900000,17445,16795,16379
NC_053025.1,153900000,0.824798,0.55464,154200000,17491,16591,16284
NC_053025.1,154200000,0.693892,0.539423,154500000,11882,11371,10981
NC_053025.1,154500000,0.592016,0.52473,154800000,10723,10315,9973
NC_053025.1,154800000,0.510613,0.519197,155100000,10825,10485,10191
NC_053025.1,155100000,0.827563,0.544553,155400000,13159,13528,12481
NC_053025.1,155400000,0.631992,0.534497,155700000,7399,12014,7486
NC_053025.1,155700000,0.849817,0.521823,156000000,17886,17009,16897
NC_053025.1,156000000,0.959473,0.538183,156300000,18443,17858,17844
NC_053025.1,156300000,0.870075,0.52463,156600000,16753,16112,15774
NC_053025.1,156600000,0.864534,0.54243,156900000,18239,17697,17345
NC_053025.1,156900000,0.801982,0.54116,157200000,18551,16777,16526
NC_053025.1,157200000,0.549634,0.517867,157500000,13573,10715,12623
NC_053025.1,157500000,0.605388,0.538777,157800000,16668,14837,14826
NC_053025.1,157800000,0.567851,0.531043,158100000,12460,11220,11346
NC_053025.1,158100000,0.606991,0.522733,158400000,14014,13709,13434
NC_053025.1,158400000,0.725858,0.556187,158700000,16585,15965,15884
NC_053025.1,158700000,0.453788,0.53762,159000000,12123,11358,11034
NC_053025.1,159000000,0.632006,0.538397,159300000,14489,13772,13789
NC_053025.1,159300000,0.96696,0.533833,159600000,19323,18693,18311
NC_053025.1,159600000,0.959928,0.542413,159900000,20046,19501,18925
NC_053025.1,159900000,0.986229,0.54236,160200000,19021,18801,18603
NC_053025.1,160200000,0.892759,0.548557,160500000,18531,18171,17954
NC_053025.1,160500000,0.569277,0.540683,160800000,12744,12899,12475
NC_053025.1,160800000,0.888489,0.532133,161100000,18177,17831,17517
NC_053025.1,161100000,0.947775,0.544443,161400000,19172,18694,18389
NC_053025.1,161400000,0.901439,0.515927,161700000,24948,24138,23580
NC_053025.1,161700000,0.873194,0.546133,162000000,21358,21039,20228
NC_053025.1,162000000,0.823921,0.540213,162300000,20246,19467,19116
NC_053025.1,162300000,0.830347,0.545913,162600000,17583,17287,16681
NC_053025.1,162600000,0.870719,0.535513,162900000,19863,18903,18278
NC_053025.1,162900000,0.661636,0.546067,163200000,15489,15043,14710
NC_053025.1,163200000,0.839047,0.531953,163500000,16514,16200,15690
NC_053025.1,163500000,0.695169,0.540513,163800000,15599,15134,14611
NC_053025.1,163800000,0.82511,0.54097,164100000,18709,18131,17921
NC_053025.1,164100000,0.947413,0.54876,164400000,20596,20507,20142
NC_053025.1,164400000,0.928269,0.54693,164700000,20567,19845,19673
NC_053025.1,164700000,0.946857,0.535083,165000000,19836,19333,18664
NC_053025.1,165000000,0.639929,0.51915,165300000,13489,13351,12923
NC_053025.1,165300000,0.44126,0.533607,165600000,9192,9281,8863
NC_053025.1,165600000,0.666972,0.519707,165900000,14497,13929,13618
NC_053025.1,165900000,0.96443,0.536807,166200000,19544,19037,18605
NC_053025.1,166200000,0.942477,0.51129,166500000,20635,20200,19589
NC_053025.1,166500000,0.950251,0.533357,166800000,20534,20437,19774
NC_053025.1,166800000,0.948132,0.52031,167100000,20897,20386,20613
NC_053025.1,167100000,0.974033,0.533937,167400000,17936,18202,17140
NC_053025.1,167400000,0.81863,0.533833,167700000,17921,17236,16951
NC_053025.1,167700000,0.746952,0.52344,168000000,18327,17305,17152
NC_053025.1,168000000,0.733101,0.514677,168300000,18328,16885,17056
NC_053025.1,168300000,0.554209,0.54223,168600000,20036,17072,17232
NC_053025.1,168600000,0.861374,0.534087,168900000,22549,21050,21132
NC_053025.1,168900000,0.967482,0.541707,169200000,20167,19662,19092
NC_053025.1,169200000,0.951141,0.511717,169500000,21822,20739,20201
NC_053025.1,169500000,0.915334,0.532407,169800000,20816,20188,19605
NC_053025.1,169800000,0.878694,0.54315,170100000,21069,20347,19962
NC_053025.1,170100000,0.642067,0.54113,170400000,14785,15948,14833
NC_053025.1,170400000,0.922485,0.553513,170700000,21947,21318,20905
NC_053025.1,170700000,0.917011,0.544947,171000000,20997,20192,19838
NC_053025.1,171000000,0.927496,0.536057,171300000,21305,20545,20032
NC_053025.1,171300000,0.946655,0.53331,171600000,20974,20277,19822
NC_053025.1,171600000,0.905927,0.548263,171900000,20568,20054,19470
NC_053025.1,171900000,0.911616,0.542467,172200000,19897,19006,19037
NC_053025.1,172200000,0.881413,0.544737,172500000,18025,17666,17402
NC_053025.1,172500000,0.737549,0.53348,172800000,19444,18001,17739
NC_053025.1,172800000,0.863876,0.55606,173100000,20046,18877,18715
NC_053025.1,173100000,0.869188,0.524157,173400000,22541,21482,21022
NC_053025.1,173400000,0.838597,0.533883,173700000,18739,17604,17510
NC_053025.1,173700000,0.909383,0.54563,174000000,22673,21186,20537
NC_053025.1,174000000,0.964534,0.537043,174300000,21161,20300,20229
NC_053025.1,174300000,0.926406,0.543523,174600000,24240,23100,23041
NC_053025.1,174600000,0.848913,0.541457,174900000,21974,21295,20445
NC_053025.1,174900000,0.962495,0.55339,175200000,20500,19792,19481
NC_053025.1,175200000,0.946375,0.532207,175500000,20540,19999,19521
NC_053025.1,175500000,0.926714,0.55267,175800000,21084,20599,20077
NC_053025.1,175800000,0.91488,0.546853,176100000,20993,20422,20178
NC_053025.1,176100000,0.696138,0.548217,176400000,17357,16408,16037
NC_053025.1,176400000,0.584709,0.547247,176700000,13814,13404,13011
NC_053025.1,176700000,0.934535,0.523533,177000000,20473,20123,19884
NC_053025.1,177000000,0.956986,0.533437,177300000,21205,20678,20114
NC_053025.1,177300000,0.892192,0.534127,177600000,20268,19766,19427
NC_053025.1,177600000,0.756997,0.546013,177900000,16530,16220,15946
NC_053025.1,177900000,0.92387,0.54442,178200000,18900,18442,17841
NC_053025.1,178200000,0.771235,0.536113,178500000,19325,18654,18628
NC_053025.1,178500000,0.8708,0.554,178800000,17585,17163,16882
NC_053025.1,178800000,0.822954,0.54094,179100000,17002,16811,16561
NC_053025.1,179100000,0.914152,0.549777,179400000,20251,19138,19462
NC_053025.1,179400000,0.941202,0.538953,179700000,20498,19647,19577
NC_053025.1,179700000,0.950516,0.539147,180000000,21363,20618,20090
NC_053025.1,180000000,0.890188,0.540233,180300000,20470,19674,19368
NC_053025.1,180300000,0.834218,0.54511,180600000,18593,18162,17780
NC_053025.1,180600000,0.946036,0.548733,180900000,21547,21166,20756
NC_053025.1,180900000,0.914173,0.537643,181200000,22746,22586,21665
NC_053025.1,181200000,0.891419,0.527493,181500000,22886,22478,21727
NC_053025.1,181500000,0.989653,0.525877,181800000,19650,19707,18729
NC_053025.1,181800000,0.798767,0.53932,182100000,19761,18790,18491
NC_053025.1,182100000,0.948113,0.54012,182400000,20307,19636,19536
NC_053025.1,182400000,0.893048,0.551153,182700000,19777,19085,18737
NC_053025.1,182700000,0.758373,0.545263,183000000,16836,16177,16241
NC_053025.1,183000000,0.65064,0.507877,183300000,14119,13571,13433
NC_053025.1,183300000,0.898297,0.517317,183600000,21477,21171,20630
NC_053025.1,183600000,0.938461,0.517557,183900000,22863,21634,21383
NC_053025.1,183900000,0.708172,0.533587,184200000,22345,20799,20633
NC_053025.1,184200000,0.876651,0.53874,184500000,19917,18863,19049
NC_053025.1,184500000,0.885117,0.54575,184800000,18718,18114,18010
NC_053025.1,184800000,0.550812,0.53243,185100000,16523,13668,13994
NC_053025.1,185100000,0.975825,0.520453,185400000,20512,20110,19793
NC_053025.1,185400000,0.968194,0.530053,185700000,19718,19206,18742
NC_053025.1,185700000,0.989207,0.515747,186000000,19504,19565,18872
NC_053025.1,186000000,0.77072,0.53519,186300000,15094,15155,14333
NC_053025.1,186300000,0.90159,0.542357,186600000,23272,22028,21719
NC_053025.1,186600000,0.946688,0.547637,186900000,21138,20518,20221
NC_053025.1,186900000,0.914196,0.538887,187200000,17867,17999,17618
NC_053025.1,187200000,0.968189,0.535527,187500000,18654,18713,18114
NC_053025.1,187500000,0.62422,0.52801,187800000,13575,13120,12969
NC_053025.1,187800000,0.91256,0.529957,188100000,22321,21480,21473
NC_053025.1,188100000,0.968775,0.526717,188400000,19564,19202,18800
NC_053025.1,188400000,0.895256,0.505817,188700000,18638,18216,17365
NC_053025.1,188700000,0.626809,0.53639,189000000,15183,14701,14504
NC_053025.1,189000000,0.699768,0.539447,189300000,14234,14039,13732
NC_053025.1,189300000,0.798011,0.53379,189600000,16233,15893,15712
NC_053025.1,189600000,0.963148,0.522717,189900000,19602,19558,19009
NC_053025.1,189900000,0.820298,0.53423,190200000,16245,15944,15327
NC_053025.1,190200000,0.655291,0.521977,190500000,14031,12956,13039
NC_053025.1,190500000,0.969118,0.540383,190800000,20537,20094,19592
NC_053025.1,190800000,0.933572,0.531067,191100000,21202,20483,20139
NC_053025.1,191100000,0.741645,0.522453,191400000,17284,16925,16304
NC_053025.1,191400000,0.922547,0.562277,191700000,22073,21084,21358
NC_053025.1,191700000,0.759958,0.537383,192000000,17231,16696,16605
NC_053025.1,192000000,0.858751,0.540787,192300000,22290,21045,20994
NC_053025.1,192300000,0.952565,0.546503,192600000,20849,20293,19896
NC_053025.1,192600000,0.90337,0.549343,192900000,21255,20686,20449
NC_053025.1,192900000,0.728127,0.534257,193200000,19204,18437,18270
NC_053025.1,193200000,0.8927,0.531933,193500000,21916,21168,20865
NC_053025.1,193500000,0.876974,0.536567,193800000,23156,21954,21859
NC_053025.1,193800000,0.910119,0.532043,194100000,22153,21448,21116
NC_053025.1,194100000,0.926936,0.554647,194400000,21492,20751,20570
NC_053025.1,194400000,0.799926,0.564667,194700000,18294,17624,17716
NC_053025.1,194700000,0.912023,0.55473,195000000,22226,21067,20719
NC_053025.1,195000000,0.907251,0.545537,195300000,27846,27216,26696
NC_053025.1,195300000,0.767233,0.531933,195600000,16849,16031,15758
NC_053025.1,195600000,0.536576,0.521097,195900000,11892,11219,11240
NC_053025.1,195900000,0.733879,0.551047,196200000,16027,15169,14897
NC_053025.1,196200000,0.750309,0.534937,196500000,16479,15610,15370
NC_053025.1,196500000,0.898849,0.542663,196800000,20003,19342,18949
NC_053025.1,196800000,0.887902,0.523643,197100000,19939,18573,18690
NC_053025.1,197100000,0.72636,0.538937,197400000,18442,16448,16124
NC_053025.1,197400000,0.551685,0.532917,197700000,14340,11696,11784
NC_053025.1,197700000,0.677013,0.535903,198000000,19635,16475,16184
NC_053025.1,198000000,0.776508,0.548583,198300000,21974,20183,19751
NC_053025.1,198300000,0.66078,0.538373,198600000,16055,15257,14810
NC_053025.1,198600000,0.978311,0.504997,198900000,20339,19663,19275
NC_053025.1,198900000,0.927361,0.524877,199200000,20639,20246,19623
NC_053025.1,199200000,0.891365,0.54937,199500000,21395,20282,20174
NC_053025.1,199500000,0.918747,0.528187,199800000,20346,19617,19301
NC_053025.1,199800000,0.697992,0.528807,200100000,17616,15421,15811
NC_053025.1,200100000,0.950333,0.52464,200400000,21774,21207,20755
NC_053025.1,200400000,0.975186,0.522433,200700000,20119,19863,19122
NC_053025.1,200700000,0.964887,0.54987,201000000,19465,18124,18179
NC_053025.1,201000000,0.917998,0.528233,201300000,19758,19286,19259
NC_053025.1,201300000,0.952361,0.523193,201600000,22459,21993,21315
NC_053025.1,201600000,0.702231,0.52763,201900000,13994,13654,13789
NC_053025.1,201900000,0.642243,0.551843,202200000,14506,14381,13936
NC_053025.1,202200000,0.863105,0.545167,202500000,19962,19514,19062
NC_053025.1,202500000,0.971721,0.551493,202800000,19326,18963,18692
NC_053025.1,202800000,0.841352,0.537227,203100000,18738,18090,17977
NC_053025.1,203100000,0.932821,0.532383,203400000,22108,21539,21310
NC_053025.1,203400000,0.843131,0.529073,203700000,21474,20783,20668
NC_053025.1,203700000,0.921629,0.537037,204000000,21689,20835,20571
NC_053025.1,204000000,0.959171,0.524927,204300000,19928,19587,18901
NC_053025.1,204300000,0.970397,0.53391,204600000,20182,19360,19267
NC_053025.1,204600000,0.925419,0.532733,204900000,20899,20786,20060
NC_053025.1,204900000,0.553679,0.52766,205200000,11548,11389,11105
NC_053025.1,205200000,0.891732,0.53876,205500000,20553,20133,19358
NC_053025.1,205500000,0.942225,0.551227,205800000,27552,26710,25492
NC_053025.1,205800000,0.725912,0.527677,206100000,16350,15545,15186
NC_053025.1,206100000,0.750756,0.51652,206400000,14673,14351,13975
NC_053025.1,206400000,0.836499,0.531547,206700000,17792,17126,16832
NC_053025.1,206700000,0.8614,0.519193,207000000,17778,17718,17040
NC_053025.1,207000000,0.798775,0.54703,207300000,16259,15808,15608
NC_053025.1,207300000,0.927929,0.550877,207600000,22024,21020,21170
NC_053025.1,207600000,0.954543,0.544437,207900000,21210,20614,20443
NC_053025.1,207900000,0.84669,0.51254,208200000,18878,18440,18160
NC_053025.1,208200000,0.923084,0.51936,208500000,20424,19549,19447
NC_053025.1,208500000,0.923871,0.52544,208800000,18445,17785,17670
NC_053025.1,208800000,0.648034,0.517743,209100000,18237,15870,15999
NC_053025.1,209100000,0.944528,0.522573,209400000,20443,19633,19274
NC_053025.1,209400000,0.954317,0.538903,209700000,22007,20997,21067
NC_053025.1,209700000,0.780448,0.53668,210000000,17858,17553,17103
NC_053025.1,210000000,0.791898,0.530167,210300000,19518,18933,18266
NC_053025.1,210300000,0.943696,0.534937,210600000,20286,19796,19613
NC_053025.1,210600000,0.943305,0.51542,210900000,19879,19867,19040
NC_053025.1,210900000,0.626585,0.524743,211200000,16228,14960,15070
NC_053025.1,211200000,0.504747,0.531453,211500000,12189,11561,11458
NC_053025.1,211500000,0.780099,0.542577,211800000,15740,15600,15339
NC_053025.1,211800000,0.797351,0.53109,212100000,16215,15647,15242
NC_053025.1,212100000,0.963916,0.532253,212400000,20846,20429,20079
NC_053025.1,212400000,0.969547,0.534963,212700000,19669,19143,18314
NC_053025.1,212700000,0.975678,0.53526,213000000,17159,17103,16438
NC_053025.1,213000000,0.953048,0.531047,213300000,20576,20412,19790
NC_053025.1,213300000,0.767511,0.527403,213600000,18572,17517,17562
NC_053025.1,213600000,0.848313,0.525703,213900000,19523,18899,18468
NC_053025.1,213900000,0.749016,0.530333,214200000,16643,16245,15629
NC_053025.1,214200000,0.932232,0.545883,214500000,20926,20362,19970
NC_053025.1,214500000,0.944499,0.511873,214800000,21053,20287,19887
NC_053025.1,214800000,0.93912,0.52589,215100000,20851,19873,19476
NC_053025.1,215100000,0.949075,0.522677,215400000,20410,19812,19808
NC_053025.1,215400000,0.923401,0.527647,215700000,23353,22437,21805
NC_053025.1,215700000,0.821319,0.550503,216000000,17111,16987,16669
NC_053025.1,216000000,0.968138,0.539317,216300000,21145,20398,19875
NC_053025.1,216300000,0.801798,0.54267,216600000,19415,18668,18542
NC_053025.1,216600000,0.776561,0.544103,216900000,18886,18202,17648
NC_053025.1,216900000,0.900045,0.54021,217200000,20059,19456,19044
NC_053025.1,217200000,0.96099,0.54474,217500000,20306,19901,19373
NC_053025.1,217500000,0.862027,0.55852,217800000,20141,19296,19028
NC_053025.1,217800000,0.949794,0.556587,218100000,20999,20122,19929
NC_053025.1,218100000,0.918524,0.511533,218400000,20687,20401,19683
NC_053025.1,218400000,0.840518,0.52879,218700000,19887,18980,18871
NC_053025.1,218700000,0.736693,0.54046,219000000,19527,18889,18763
NC_053025.1,219000000,0.95406,0.5379,219300000,22025,21903,21044
NC_053025.1,219300000,0.941921,0.53393,219600000,19789,19873,19340
NC_053025.1,219600000,0.911677,0.547337,219900000,21808,20623,20353
NC_053025.1,219900000,0.910969,0.535947,220200000,21262,20250,19941
NC_053025.1,220200000,0.94151,0.528797,220500000,20946,20330,20097
NC_053025.1,220500000,0.973394,0.54667,220800000,18961,18863,18375
NC_053025.1,220800000,0.903834,0.54686,221100000,19005,18274,18335
NC_053025.1,221100000,0.969697,0.528457,221400000,20430,19706,19288
NC_053025.1,221400000,0.946396,0.53724,221700000,20243,19705,19613
NC_053025.1,221700000,0.981789,0.515477,222000000,20485,19929,19048
NC_053025.1,222000000,0.954723,0.53383,222300000,21221,20524,20364
NC_053025.1,222300000,0.595503,0.524197,222600000,13948,11062,13042
NC_053025.1,222600000,0.567948,0.5468,222900000,14963,14642,14836
NC_053025.1,222900000,0.908331,0.532623,223200000,22958,22500,22229
NC_053025.1,223200000,0.860442,0.53839,223500000,25474,24601,24225
NC_053025.1,223500000,0.7992,0.50671,223800000,18481,17091,17099
NC_053025.1,223800000,0.916168,0.520107,224100000,20467,19517,19232
NC_053025.1,224100000,0.974076,0.525597,224400000,20473,19885,19376
NC_053025.1,224400000,0.915211,0.528113,224700000,21303,20185,20120
NC_053025.1,224700000,0.845673,0.519583,225000000,17612,15637,16557
NC_053025.1,225000000,0.621523,0.531433,225300000,15665,11354,13239
NC_053025.1,225300000,0.535597,0.52994,225600000,17860,15018,15380
NC_053025.1,225600000,0.61477,0.538597,225900000,26234,16456,16219
