chr,start,mappability,gc_content,end,sample_H,sample_I,sample_J
NC_053038.3,456000000,0.91087,0.53867,456300000,24559,23522,22014
NC_053038.3,456300000,0.882873,0.54671,456600000,17246,16952,16605
NC_053038.3,456600000,0.846088,0.53434,456900000,18623,18261,17723
NC_053038.3,456900000,0.907315,0.52453,457200000,20922,19779,19861
NC_053038.3,457200000,0.90411,0.537773,457500000,17748,17561,17247
NC_053038.3,457500000,0.817158,0.54004,457800000,16735,16331,15968
NC_053038.3,457800000,0.918522,0.537847,458100000,19259,18912,18535
NC_053038.3,458100000,0.846298,0.54931,458400000,18693,18068,17675
NC_053038.3,458400000,0.893314,0.52213,458700000,18230,18017,17790
NC_053038.3,458700000,0.889104,0.540783,459000000,21128,20489,20227
NC_053038.3,459000000,0.906483,0.536903,459300000,18439,18129,17740
NC_053038.3,459300000,0.912125,0.530893,459600000,20151,19645,19785
NC_053038.3,459600000,0.888016,0.531777,459900000,21717,20978,20922
NC_053038.3,459900000,0.866697,0.542247,460200000,21453,20440,20763
NC_053038.3,460200000,0.93023,0.53463,460500000,21556,21009,21054
NC_053038.3,460500000,0.933596,0.53306,460800000,21046,19771,19697
NC_053038.3,460800000,0.871619,0.556443,461100000,22975,22326,22024
NC_053038.3,461100000,0.901443,0.544303,461400000,20139,19725,19556
NC_053038.3,461400000,0.884994,0.551773,461700000,21121,20663,20185
NC_053038.3,461700000,0.906813,0.507757,462000000,20248,20122,19589
NC_053038.3,462000000,0.849126,0.54617,462300000,22103,21545,21432
NC_053038.3,462300000,0.91631,0.521507,462600000,21300,20676,20316
NC_053038.3,462600000,0.937582,0.52042,462900000,21510,21143,20299
NC_053038.3,462900000,0.894393,0.548913,463200000,22405,21869,21501
NC_053038.3,463200000,0.907114,0.510377,463500000,20581,19853,19588
NC_053038.3,463500000,0.937875,0.542413,463800000,19304,19156,18971
NC_053038.3,463800000,0.937019,0.540673,464100000,19900,19696,19143
NC_053038.3,464100000,0.860502,0.527127,464400000,19757,19752,19185
NC_053038.3,464400000,0.906882,0.5217,464700000,21879,21061,20524
NC_053038.3,464700000,0.901491,0.530187,465000000,23826,22819,23354
NC_053038.3,465000000,0.797033,0.520203,465300000,29798,27168,29011
NC_053038.3,465300000,0.937386,0.532073,465600000,20790,21188,19783
NC_053038.3,465600000,0.880687,0.528623,465900000,20694,20472,20171
NC_053038.3,465900000,0.874284,0.541393,466200000,21960,21639,21009
NC_053038.3,466200000,0.874293,0.513307,466500000,21638,21362,20765
NC_053038.3,466500000,0.856689,0.510267,466800000,21635,21458,20990
NC_053038.3,466800000,0.902866,0.532307,467100000,21923,21497,20975
NC_053038.3,467100000,0.925957,0.522357,467400000,20274,19803,19451
NC_053038.3,467400000,0.943533,0.52919,467700000,20134,19969,19609
NC_053038.3,467700000,0.927885,0.528777,468000000,20574,20020,19695
NC_053038.3,468000000,0.907,0.542633,468300000,19984,19868,19263
NC_053038.3,468300000,0.909057,0.519413,468600000,22850,22235,21768
NC_053038.3,468600000,0.824224,0.532053,468900000,21380,21494,20893
NC_053038.3,468900000,0.873054,0.543437,469200000,22780,22802,22167
NC_053038.3,469200000,0.939431,0.530297,469500000,21563,21607,20779
NC_053038.3,469500000,0.922613,0.53356,469800000,19822,19809,19712
NC_053038.3,469800000,0.87264,0.532583,470100000,21338,21660,20823
NC_053038.3,470100000,0.741684,0.547013,470400000,20758,20770,20174
NC_053038.3,470400000,0.818673,0.513383,470700000,21853,21143,21193
NC_053038.3,470700000,0.859562,0.5434,471000000,23350,22742,22368
NC_053038.3,471000000,0.889866,0.54748,471300000,23110,22904,22422
NC_053038.3,471300000,0.923892,0.558113,471600000,20179,19943,19562
NC_053038.3,471600000,0.930989,0.537783,471900000,19439,18681,18263
NC_053038.3,471900000,0.905662,0.53997,472200000,20402,20021,19566
NC_053038.3,472200000,0.908548,0.534213,472500000,21428,20860,20722
NC_053038.3,472500000,0.889558,0.50649,472800000,20674,20539,19978
NC_053038.3,472800000,0.900342,0.548247,473100000,21746,21071,20690
NC_053038.3,473100000,0.911661,0.530967,473400000,20899,20384,19984
NC_053038.3,473400000,0.857398,0.53533,473700000,21402,20786,20441
NC_053038.3,473700000,0.901204,0.54158,474000000,20400,19523,19151
NC_053038.3,474000000,0.913581,0.530443,474300000,17074,15911,16081
NC_053038.3,474300000,0.903385,0.547017,474600000,15552,14735,14477
NC_053038.3,474600000,0.877591,0.533737,474900000,12700,12555,12247
NC_053038.3,474900000,0.839623,0.527163,475200000,8014,7859,7588
NC_053038.3,475200000,0.923164,0.530983,475500000,12689,12117,11993
NC_053038.3,475500000,0.89745,0.528127,475800000,20930,20159,19724
NC_053038.3,475800000,0.932958,0.534523,476100000,13708,13323,13039
NC_053038.3,476100000,0.948751,0.525487,476400000,8938,8763,8667
NC_053038.3,476400000,0.926858,0.551627,476700000,11601,11354,11153
NC_053038.3,476700000,0.912707,0.542113,477000000,6307,6043,6252
NC_053038.3,477000000,0.920131,0.547567,477300000,9953,9448,9368
NC_053038.3,477300000,0.887821,0.53804,477600000,12133,11323,11476
NC_053038.3,477600000,0.855468,0.532533,477900000,12089,11301,11267
NC_053038.3,477900000,0.776833,0.521553,478200000,14042,13982,13705
NC_053038.3,478200000,0.899767,0.556873,478500000,21227,20956,20259
NC_053038.3,478500000,0.85909,0.526853,478800000,22454,21565,21611
NC_053038.3,478800000,0.921686,0.555603,479100000,17938,17138,17353
NC_053038.3,479100000,0.915134,0.5469,479400000,22871,22620,22443
NC_053038.3,479400000,0.931682,0.548023,479700000,20626,19782,19731
NC_053038.3,479700000,0.921098,0.553903,480000000,21892,21135,20902
NC_053038.3,480000000,0.922989,0.554257,480300000,19788,19522,19249
NC_053038.3,480300000,0.946282,0.523693,480600000,18917,18478,17959
NC_053038.3,480600000,0.937918,0.513593,480900000,18497,18352,17878
NC_053038.3,480900000,0.887577,0.549563,481200000,20354,20127,19769
NC_053038.3,481200000,0.86422,0.497077,481500000,22591,22258,21466
NC_053038.3,481500000,0.892467,0.538577,481800000,20071,19961,19201
NC_053038.3,481800000,0.852812,0.53872,482100000,21396,20771,20563
NC_053038.3,482100000,0.786082,0.53074,482400000,17630,16328,16672
NC_053038.3,482400000,0.846837,0.518173,482700000,17673,17303,16790
NC_053038.3,482700000,0.909408,0.530823,483000000,20932,20239,20069
NC_053038.3,483000000,0.890965,0.531823,483300000,21052,20733,20100
NC_053038.3,483300000,0.870691,0.528167,483600000,24006,22809,22331
NC_053038.3,483600000,0.860457,0.524477,483900000,19801,19321,19036
NC_053038.3,483900000,0.919628,0.526957,484200000,41374,41996,39985
NC_053038.3,484200000,0.936242,0.51723,484500000,18838,18683,17831
NC_053038.3,484500000,0.927139,0.533283,484800000,21329,20626,20547
NC_053038.3,484800000,0.872902,0.55243,485100000,19356,19246,19158
NC_053038.3,485100000,0.898056,0.532637,485400000,20479,20190,19986
NC_053038.3,485400000,0.943861,0.529743,485700000,21575,21127,20695
NC_053038.3,485700000,0.898096,0.537217,486000000,21423,20901,20577
NC_053038.3,486000000,0.889089,0.526487,486300000,20518,19814,19706
NC_053038.3,486300000,0.894406,0.503767,486600000,21375,20873,20551
NC_053038.3,486600000,0.907121,0.541037,486900000,18419,18090,17912
NC_053038.3,486900000,0.894813,0.551667,487200000,19690,19080,18813
NC_053038.3,487200000,0.894128,0.53839,487500000,19864,19814,19139
NC_053038.3,487500000,0.860004,0.520767,487800000,23940,23060,22917
NC_053038.3,487800000,0.937392,0.556727,488100000,20378,19981,19449
NC_053038.3,488100000,0.899539,0.546207,488400000,19416,19070,18866
NC_053038.3,488400000,0.888691,0.537043,488700000,16666,16288,16000
NC_053038.3,488700000,0.969413,0.538373,489000000,18165,17638,17452
NC_053038.3,489000000,0.907859,0.546203,489300000,23467,22290,22048
NC_053038.3,489300000,0.873989,0.541257,489600000,21970,21266,20971
NC_053038.3,489600000,0.901604,0.531633,489900000,21503,21142,20792
NC_053038.3,489900000,0.872231,0.544067,490200000,20765,20374,19990
NC_053038.3,490200000,0.880667,0.53634,490500000,21688,21072,20665
NC_053038.3,490500000,0.89851,0.519947,490800000,22675,22092,21633
NC_053038.3,490800000,0.931942,0.54124,491100000,23797,22909,22799
NC_053038.3,491100000,0.909011,0.533453,491400000,17118,16360,16220
NC_053038.3,491400000,0.896066,0.544043,491700000,19521,19011,18769
NC_053038.3,491700000,0.879233,0.539977,492000000,23494,22802,22661
NC_053038.3,492000000,0.873538,0.543407,492300000,17428,17045,17205
NC_053038.3,492300000,0.903796,0.541517,492600000,16218,15846,15383
NC_053038.3,492600000,0.89889,0.542917,492900000,15324,14796,14574
NC_053038.3,492900000,0.912629,0.534,493200000,19885,19125,18896
NC_053038.3,493200000,0.927877,0.526573,493500000,14980,14669,14465
NC_053038.3,493500000,0.874116,0.539423,493800000,22044,22166,21558
NC_053038.3,493800000,0.934567,0.546927,494100000,15958,15499,15453
NC_053038.3,494100000,0.923125,0.53057,494400000,20670,20409,19704
NC_053038.3,494400000,0.87028,0.54858,494700000,14409,14381,14077
NC_053038.3,494700000,0.88826,0.530947,495000000,19716,19166,18834
NC_053038.3,495000000,0.921524,0.540993,495300000,16761,16668,16295
NC_053038.3,495300000,0.878386,0.54415,495600000,19111,18694,18765
NC_053038.3,495600000,0.884212,0.55422,495900000,14253,13941,13878
NC_053038.3,495900000,0.870957,0.536367,496200000,15235,15119,14826
NC_053038.3,496200000,0.906306,0.526377,496500000,21793,23041,20508
NC_053038.3,496500000,0.891856,0.547533,496800000,20601,34371,19793
NC_053038.3,496800000,0.871703,0.54003,497100000,13032,20676,12297
NC_053038.3,497100000,0.930137,0.550713,497400000,11442,19093,10906
NC_053038.3,497400000,0.930239,0.540093,497700000,7750,10624,7411
NC_053038.3,497700000,0.877946,0.546713,498000000,18300,29959,17746
NC_053038.3,498000000,0.896827,0.532073,498300000,18790,28277,17525
NC_053038.3,498300000,0.871103,0.554803,498600000,18216,30886,17305
NC_053038.3,498600000,0.89321,0.543337,498900000,21490,34520,20128
NC_053038.3,498900000,0.884414,0.55,499200000,14534,22885,13899
NC_053038.3,499200000,0.917506,0.533823,499500000,19982,32863,18795
NC_053038.3,499500000,0.945085,0.546127,499800000,16311,27691,15693
NC_053038.3,499800000,0.866058,0.545347,500100000,15561,23615,14873
NC_053038.3,500100000,0.847077,0.551433,500400000,16285,24566,15919
NC_053038.3,500400000,0.933316,0.543633,500700000,34428,38385,30636
NC_053038.3,500700000,0.885795,0.539627,501000000,9845,12780,9577
NC_053038.3,501000000,0.901927,0.550653,501300000,12669,16903,11686
NC_053038.3,501300000,0.894422,0.537493,501600000,12241,17349,11742
NC_053038.3,501600000,0.89801,0.534337,501900000,8811,12962,8455
NC_053038.3,501900000,0.794413,0.566817,502200000,16761,24447,17073
NC_053038.3,502200000,0.869063,0.56094,502500000,17187,26163,16273
NC_053038.3,502500000,0.911036,0.512663,502800000,15967,24939,15213
NC_053038.3,502800000,0.922912,0.53093,503100000,13793,23551,13431
NC_053038.3,503100000,0.899379,0.544193,503400000,16029,23675,15280
NC_053038.3,503400000,0.930782,0.52922,503700000,15251,23866,14588
NC_053038.3,503700000,0.892405,0.541633,504000000,13533,19596,12726
NC_053038.3,504000000,0.938232,0.52749,504300000,8298,12908,8016
NC_053038.3,504300000,0.902917,0.5402,504600000,13640,21546,13441
NC_053038.3,504600000,0.950831,0.533553,504900000,9582,15679,9379
NC_053038.3,504900000,0.935599,0.544013,505200000,8745,13410,8299
NC_053038.3,505200000,0.919588,0.540567,505500000,12456,19595,11878
NC_053038.3,505500000,0.936093,0.541637,505800000,17635,28848,16939
NC_053038.3,505800000,0.922555,0.54218,506100000,8752,13152,8556
NC_053038.3,506100000,0.873149,0.53197,506400000,8054,11368,7610
NC_053038.3,506400000,0.891166,0.53373,506700000,15037,22992,14437
NC_053038.3,506700000,0.919553,0.547373,507000000,14914,24733,14215
NC_053038.3,507000000,0.889191,0.51723,507300000,20341,35582,19965
NC_053038.3,507300000,0.931923,0.551377,507600000,16512,27027,15529
NC_053038.3,507600000,0.911355,0.54175,507900000,21261,36742,20582
NC_053038.3,507900000,0.875973,0.547037,508200000,16624,26724,15714
NC_053038.3,508200000,0.899044,0.545123,508500000,15869,26197,15401
NC_053038.3,508500000,0.879353,0.534607,508800000,21583,35907,20795
NC_053038.3,508800000,0.881539,0.544893,509100000,15760,24609,15383
NC_053038.3,509100000,0.943458,0.54198,509400000,16267,25505,15698
NC_053038.3,509400000,0.905464,0.524177,509700000,17446,28575,16834
NC_053038.3,509700000,0.706644,0.50476,510000000,12494,19513,11999
NC_053038.3,510000000,0.872014,0.550837,510300000,20870,35656,20341
NC_053038.3,510300000,0.891869,0.537397,510600000,21703,37747,20848
NC_053038.3,510600000,0.878186,0.53646,510900000,21633,37040,20545
NC_053038.3,510900000,0.920376,0.54174,511200000,20579,36692,20412
NC_053038.3,511200000,0.903783,0.557887,511500000,20658,36575,19987
NC_053038.3,511500000,0.916223,0.525403,511800000,21810,37545,21048
NC_053038.3,511800000,0.946371,0.540577,512100000,20476,36320,19493
NC_053038.3,512100000,0.911358,0.5388,512400000,12340,19283,11878
NC_053038.3,512400000,0.878823,0.553187,512700000,3028,3012,2936
NC_053038.3,512700000,0.950965,0.53755,513000000,5702,7171,5277
NC_053038.3,513000000,0.910384,0.54409,513300000,14096,23539,13566
NC_053038.3,513300000,0.90926,0.535963,513600000,20387,34989,19828
NC_053038.3,513600000,0.816168,0.570457,513900000,23059,38590,23051
NC_053038.3,513900000,0.815616,0.53151,514200000,18065,30639,17709
NC_053038.3,514200000,0.900165,0.546327,514500000,19921,32974,19408
NC_053038.3,514500000,0.890148,0.548857,514800000,10663,15278,10125
NC_053038.3,514800000,0.887984,0.543047,515100000,16299,24966,15575
NC_053038.3,515100000,0.927642,0.53577,515400000,5836,8505,5633
NC_053038.3,515400000,0.916542,0.526877,515700000,13053,20461,12455
NC_053038.3,515700000,0.878155,0.541217,516000000,17226,27817,16710
NC_053038.3,516000000,0.932134,0.551297,516300000,18768,30362,17854
NC_053038.3,516300000,0.880336,0.528683,516600000,13710,20586,13108
NC_053038.3,516600000,0.892134,0.55372,516900000,7278,8835,6697
NC_053038.3,516900000,0.915928,0.563143,517200000,11878,17426,11096
NC_053038.3,517200000,0.87193,0.537067,517500000,10266,15070,9422
NC_053038.3,517500000,0.925097,0.54526,517800000,16378,28194,15932
NC_053038.3,517800000,0.831321,0.53392,518100000,10900,14623,10244
NC_053038.3,518100000,0.955974,0.55054,518400000,19126,32928,18401
NC_053038.3,518400000,0.820098,0.53843,518700000,21931,35824,21504
NC_053038.3,518700000,0.824821,0.54066,519000000,18241,31071,17520
NC_053038.3,519000000,0.935462,0.53258,519300000,20839,32190,20148
NC_053038.3,519300000,0.883757,0.5447,519600000,16934,27282,16601
NC_053038.3,519600000,0.866691,0.541763,519900000,18767,32638,18414
NC_053038.3,519900000,0.903461,0.552373,520200000,16038,15685,15352
NC_053038.3,520200000,0.932739,0.561553,520500000,19831,19210,20206
NC_053038.3,520500000,0.857813,0.542787,520800000,19658,19170,19385
NC_053038.3,520800000,0.739582,0.547927,521100000,20475,20442,19659
NC_053038.3,521100000,0.89009,0.53935,521400000,16151,16116,16108
NC_053038.3,521400000,0.907194,0.550523,521700000,20011,19096,19320
NC_053038.3,521700000,0.943654,0.549597,522000000,16270,15724,15625
NC_053038.3,522000000,0.914873,0.53907,522300000,13110,12813,12685
NC_053038.3,522300000,0.920119,0.53955,522600000,11408,11566,11352
NC_053038.3,522600000,0.94572,0.544633,522900000,11669,11483,11240
NC_053038.3,522900000,0.922079,0.546383,523200000,11197,10767,10583
NC_053038.3,523200000,0.844128,0.56289,523500000,14074,13597,13541
NC_053038.3,523500000,0.91761,0.54067,523800000,18057,16685,17093
NC_053038.3,523800000,0.937326,0.544783,524100000,13549,13061,12904
NC_053038.3,524100000,0.810859,0.56183,524400000,9709,9340,9341
NC_053038.3,524400000,0.692087,0.567723,524700000,27141,26640,26159
NC_053038.3,524700000,0.82614,0.55025,525000000,22258,22145,21637
NC_053038.3,525000000,0.896005,0.542693,525300000,14303,13796,13528
NC_053038.3,525300000,0.812217,0.552657,525600000,18025,17251,17206
NC_053038.3,525600000,0.887002,0.552863,525900000,21968,21543,21188
NC_053038.3,525900000,0.902629,0.557157,526200000,19165,18748,18046
NC_053038.3,526200000,0.916329,0.544317,526500000,13680,13471,13542
NC_053038.3,526500000,0.944014,0.5503,526800000,19270,18237,18447
NC_053038.3,526800000,0.904164,0.541603,527100000,23497,22624,21829
NC_053038.3,527100000,0.8419,0.605203,527400000,17707,15869,17508
NC_053038.3,527400000,0.793972,0.546807,527700000,19929,19434,19292
NC_053038.3,527700000,0.842095,0.548397,528000000,25942,24992,24730
NC_053038.3,528000000,0.829481,0.53682,528300000,19362,19314,18830
NC_053038.3,528300000,0.897724,0.540353,528600000,13077,12510,12260
NC_053039.3,0,0.906459,0.564867,300000,41769,41542,40325
NC_053039.3,300000,0.857525,0.520197,600000,21116,20082,20106
NC_053039.3,600000,0.72435,0.51815,900000,13874,13906,13592
NC_053039.3,900000,0.941498,0.538037,1200000,17760,17100,16999
NC_053039.3,1200000,0.900454,0.529027,1500000,13200,12832,12529
NC_053039.3,1500000,0.927095,0.536283,1800000,14134,13409,13455
NC_053039.3,1800000,0.941627,0.541053,2100000,16024,15476,15249
NC_053039.3,2100000,0.934628,0.55572,2400000,15077,14509,14659
NC_053039.3,2400000,0.927454,0.547247,2700000,13239,13238,13032
NC_053039.3,2700000,0.70691,0.54889,3000000,8352,8153,7973
NC_053039.3,3000000,0.932879,0.544173,3300000,15687,14861,14624
NC_053039.3,3300000,0.891844,0.543267,3600000,14568,14721,14434
NC_053039.3,3600000,0.898592,0.528033,3900000,11440,11423,11160
NC_053039.3,3900000,0.90844,0.552087,4200000,9463,8870,9042
NC_053039.3,4200000,0.853117,0.56663,4500000,38494,41769,34287
NC_053039.3,4500000,0.869689,0.567823,4800000,49400,54893,44048
NC_053039.3,4800000,0.830007,0.540983,5100000,20520,20714,20246
NC_053039.3,5100000,0.900562,0.525263,5400000,15387,15311,15059
NC_053039.3,5400000,0.47878,0.5458,5700000,17941,17718,17228
NC_053039.3,5700000,0.656696,0.549357,6000000,14875,14884,14289
NC_053039.3,6000000,0.932258,0.5528,6300000,15953,15973,15378
NC_053039.3,6300000,0.926928,0.542783,6600000,4743,4850,4487
NC_053039.3,6600000,0.424241,0.550703,6900000,3262,3429,3455
NC_053039.3,6900000,0.362765,0.55324,7200000,2352,2396,2447
NC_053039.3,7200000,0.922635,0.545533,7500000,15763,15793,15392
NC_053039.3,7500000,0.892319,0.562847,7800000,23734,23231,22795
NC_053039.3,7800000,0.90977,0.552417,8100000,20048,19301,18984
NC_053039.3,8100000,0.947167,0.549723,8400000,24938,25594,23085
NC_053039.3,8400000,0.91629,0.53954,8700000,12810,12607,11962
NC_053039.3,8700000,0.866926,0.545293,9000000,22069,21560,21214
NC_053039.3,9000000,0.869287,0.52911,9300000,16950,16623,16308
NC_053039.3,9300000,0.86586,0.55345,9600000,19531,18989,18826
NC_053039.3,9600000,0.907894,0.558023,9900000,18789,18927,18442
NC_053039.3,9900000,0.892795,0.552403,10200000,16656,16213,16069
NC_053039.3,10200000,0.939231,0.536687,10500000,18821,18576,17856
NC_053039.3,10500000,0.924761,0.56335,10800000,19490,19383,18852
NC_053039.3,10800000,0.920408,0.528913,11100000,11832,11662,11790
NC_053039.3,11100000,0.90126,0.538183,11400000,13328,12904,12741
NC_053039.3,11400000,0.923105,0.522067,11700000,16817,16584,16452
NC_053039.3,11700000,0.879295,0.543423,12000000,11926,11472,11460
NC_053039.3,12000000,0.908913,0.549257,12300000,18390,18308,17981
NC_053039.3,12300000,0.939599,0.54587,12600000,13970,13820,13455
NC_053039.3,12600000,0.899798,0.536953,12900000,13597,12994,12994
NC_053039.3,12900000,0.771063,0.55165,13200000,13276,13983,13462
NC_053039.3,13200000,0.915841,0.530787,13500000,10899,10650,10467
NC_053039.3,13500000,0.856307,0.537027,13800000,10713,10085,9992
NC_053039.3,13800000,0.807771,0.543237,14100000,10908,10596,10577
NC_053039.3,14100000,0.881905,0.537973,14400000,13648,12991,12829
NC_053039.3,14400000,0.667985,0.52688,14700000,10501,10243,9904
NC_053039.3,14700000,0.852944,0.541797,15000000,12973,12906,12442
NC_053039.3,15000000,0.847905,0.54319,15300000,10444,10215,9773
NC_053039.3,15300000,0.875347,0.547677,15600000,11604,11845,11532
NC_053039.3,15600000,0.918593,0.546683,15900000,15256,14486,14494
NC_053039.3,15900000,0.893926,0.537507,16200000,10642,10508,10310
NC_053039.3,16200000,0.840123,0.561333,16500000,15342,15078,14582
NC_053039.3,16500000,0.90099,0.52988,16800000,16396,15746,15649
NC_053039.3,16800000,0.886511,0.522137,17100000,14687,14436,14352
NC_053039.3,17100000,0.904444,0.556397,17400000,14693,14341,13989
NC_053039.3,17400000,0.938988,0.540433,17700000,15928,15669,15292
NC_053039.3,17700000,0.886225,0.544013,18000000,17386,17168,16849
NC_053039.3,18000000,0.858086,0.537093,18300000,16929,16798,16322
NC_053039.3,18300000,0.89864,0.508967,18600000,18574,18540,17723
NC_053039.3,18600000,0.855926,0.549287,18900000,18394,17208,17526
NC_053039.3,18900000,0.84331,0.53449,19200000,12427,12406,11929
NC_053039.3,19200000,0.920014,0.48893,19500000,30533,31015,29552
NC_053039.3,19500000,0.566691,0.47767,19800000,159248,152469,151780
NC_053039.3,19800000,0.168292,0.436397,20100000,303891,286875,289692
NC_053039.3,20100000,0.665785,0.50362,20400000,193347,183451,185179
NC_053039.3,20400000,0.905007,0.522583,20700000,11496,10850,10763
NC_053039.3,20700000,0.83332,0.559763,21000000,14953,14211,15071
NC_053039.3,21000000,0.92768,0.529773,21300000,12746,12744,12423
NC_053039.3,21300000,0.863814,0.53123,21600000,11670,11315,11359
NC_053039.3,21600000,0.881026,0.54222,21900000,10633,10070,10089
NC_053039.3,21900000,0.90087,0.519973,22200000,11809,11278,11435
NC_053039.3,22200000,0.813877,0.54003,22500000,9951,9705,9904
NC_053039.3,22500000,0.894672,0.5296,22800000,10813,10476,10492
NC_053039.3,22800000,0.864743,0.53599,23100000,7638,6949,7069
NC_053039.3,23100000,0.931022,0.527407,23400000,4841,4117,4667
NC_053039.3,23400000,0.828777,0.54173,23700000,4764,4896,4861
NC_053039.3,23700000,0.89195,0.548163,24000000,8062,8098,7917
NC_053039.3,24000000,0.743152,0.534373,24300000,12480,12123,11942
NC_053039.3,24300000,0.881996,0.542397,24600000,18898,18625,18194
NC_053039.3,24600000,0.850035,0.536363,24900000,19608,19399,18938
NC_053039.3,24900000,0.868851,0.552283,25200000,21494,21854,21533
NC_053039.3,25200000,0.82253,0.534237,25500000,16366,15968,15855
NC_053039.3,25500000,0.913611,0.54703,25800000,11968,11762,11491
NC_053039.3,25800000,0.917028,0.529337,26100000,10524,10555,10554
NC_053039.3,26100000,0.94113,0.55766,26400000,27195,25737,25681
NC_053039.3,26400000,0.819619,0.54853,26700000,24544,22164,22307
NC_053039.3,26700000,0.874779,0.545547,27000000,16627,16306,16309
NC_053039.3,27000000,0.823576,0.572447,27300000,27842,27918,27023
NC_053039.3,27300000,0.905898,0.541537,27600000,13895,13664,13099
NC_053039.3,27600000,0.861684,0.536203,27900000,18050,17078,17527
NC_053039.3,27900000,0.879396,0.5308,28200000,11614,11305,11134
NC_053039.3,28200000,0.928983,0.527947,28500000,18741,18351,18285
NC_053039.3,28500000,0.884065,0.54308,28800000,20119,20098,19639
NC_053039.3,28800000,0.921158,0.53095,29100000,23023,23298,22846
NC_053039.3,29100000,0.904805,0.52424,29400000,18267,17422,17372
NC_053039.3,29400000,0.732247,0.615977,29700000,11609,11209,11144
NC_053039.3,29700000,0.881695,0.526057,30000000,15664,15427,14845
NC_053039.3,30000000,0.780774,0.53161,30300000,15734,14936,15192
NC_053039.3,30300000,0.8738,0.534387,30600000,12623,12309,11984
NC_053039.3,30600000,0.854976,0.556967,30900000,19697,17777,18617
NC_053039.3,30900000,0.881422,0.53771,31200000,14135,13860,13409
NC_053039.3,31200000,0.878639,0.528967,31500000,20984,20521,19860
NC_053039.3,31500000,0.867297,0.54425,31800000,19924,19346,19113
NC_053039.3,31800000,0.900753,0.52942,32100000,17393,16693,16742
NC_053039.3,32100000,0.919373,0.535437,32400000,15487,15492,15007
NC_053039.3,32400000,0.871384,0.549133,32700000,16356,16672,16220
NC_053039.3,32700000,0.886325,0.53757,33000000,15509,14938,14794
NC_053039.3,33000000,0.839863,0.552803,33300000,20937,20683,20407
NC_053039.3,33300000,0.862387,0.5316,33600000,20594,20117,19685
NC_053039.3,33600000,0.853652,0.541547,33900000,18753,18785,18274
NC_053039.3,33900000,0.894807,0.538753,34200000,26606,26902,25132
NC_053039.3,34200000,0.890983,0.53714,34500000,22188,22119,21466
NC_053039.3,34500000,0.840255,0.54182,34800000,22441,21397,21938
NC_053039.3,34800000,0.963662,0.536077,35100000,20755,20141,20080
NC_053039.3,35100000,0.905734,0.495283,35400000,18279,17857,17333
NC_053039.3,35400000,0.936237,0.537033,35700000,21275,20616,20242
NC_053039.3,35700000,0.945452,0.549203,36000000,20129,19304,18746
NC_053039.3,36000000,0.898938,0.53903,36300000,21483,20807,20489
NC_053039.3,36300000,0.88726,0.546933,36600000,20057,20418,19660
NC_053039.3,36600000,0.938907,0.534717,36900000,19992,19606,19268
NC_053039.3,36900000,0.902575,0.526413,37200000,22457,21913,21582
NC_053039.3,37200000,0.924634,0.535067,37500000,18849,18517,18083
NC_053039.3,37500000,0.928,0.541423,37800000,16666,16371,16123
NC_053039.3,37800000,0.882266,0.539853,38100000,18936,17995,17950
NC_053039.3,38100000,0.863003,0.549173,38400000,15628,15418,14967
NC_053039.3,38400000,0.596408,0.549637,38700000,16508,16084,16067
NC_053039.3,38700000,0.78144,0.528243,39000000,19076,18730,17934
NC_053039.3,39000000,0.822467,0.549297,39300000,19061,19646,18771
NC_053039.3,39300000,0.889268,0.540383,39600000,17545,16934,16714
NC_053039.3,39600000,0.760622,0.539023,39900000,13376,12898,12456
NC_053039.3,39900000,0.909775,0.557983,40200000,14172,13795,13348
NC_053039.3,40200000,0.875877,0.546277,40500000,12421,12113,11937
NC_053039.3,40500000,0.91801,0.531097,40800000,13613,13215,12826
NC_053039.3,40800000,0.912475,0.557637,41100000,16096,15533,15195
NC_053039.3,41100000,0.912413,0.55001,41400000,18775,18206,18133
NC_053039.3,41400000,0.896068,0.522273,41700000,18979,18892,18210
NC_053039.3,41700000,0.828082,0.5451,42000000,11922,11216,11296
NC_053039.3,42000000,0.930856,0.545113,42300000,13565,13175,13150
NC_053039.3,42300000,0.956166,0.55339,42600000,9804,9394,9294
NC_053039.3,42600000,0.909719,0.52767,42900000,12213,11953,11759
NC_053039.3,42900000,0.93661,0.535277,43200000,23527,22911,22145
NC_053039.3,43200000,0.933168,0.535503,43500000,18409,18288,17911
NC_053039.3,43500000,0.895258,0.523457,43800000,20576,19707,19521
NC_053039.3,43800000,0.896729,0.529917,44100000,19877,19392,19173
NC_053039.3,44100000,0.946272,0.526397,44400000,9588,9197,9008
NC_053039.3,44400000,0.940756,0.53389,44700000,9196,8951,8673
NC_053039.3,44700000,0.873007,0.53031,45000000,19134,18568,18016
NC_053039.3,45000000,0.920094,0.539217,45300000,9719,9689,9263
NC_053039.3,45300000,0.886012,0.550987,45600000,18197,18056,17587
NC_053039.3,45600000,0.876969,0.532633,45900000,18594,18390,17696
NC_053039.3,45900000,0.873982,0.534743,46200000,21268,20942,20383
NC_053039.3,46200000,0.921809,0.550293,46500000,21085,20884,20382
NC_053039.3,46500000,0.925785,0.531073,46800000,19318,19002,18720
NC_053039.3,46800000,0.912095,0.538277,47100000,16081,16030,15849
